,lon,lat,dep,mag,otime,atime,aphase,dist,start_file,end_file
150,-153.0934,59.8484,100.0,2.6,2016-08-17T04:02:52.000000Z,2016-08-17T04:04:13.020356Z,p,5.61592277895,20160817035413203,20160817041913203
86,-153.0934,59.8484,100.0,2.9,2016-08-17T07:27:21.000000Z,2016-08-17T07:28:42.020356Z,p,5.61592277895,20160817071842203,20160817074342203
372,-152.9272,59.8004,106.5,2.2,2016-08-01T01:47:44.000000Z,2016-08-01T01:49:05.213078Z,p,5.62616241852,201608010139052130,201608010204052130
495,-153.4972,59.9224,115.9,2.1,2016-08-06T13:28:53.000000Z,2016-08-06T13:30:14.425029Z,p,5.63489717967,201608061320144250,201608061345144250
283,-153.1859,59.8479,109.9,2.3,2016-09-20T19:29:59.000000Z,2016-09-20T19:31:20.371952Z,p,5.635548816619999,201609201921203719,201609201946203719
66,-153.1158,59.8235,122.3,3.1,2016-09-11T15:00:20.000000Z,2016-09-11T15:01:41.610776Z,p,5.64324844105,201609111451416107,201609111516416107
333,-153.6101,59.9357,154.0,2.3,2016-09-11T17:54:20.000000Z,2016-09-11T17:55:42.006307Z,p,5.648004048450001,2016091117454263,2016091118104263
557,-153.3355,59.868,115.4,2.1,2016-09-30T07:18:06.000000Z,2016-09-30T07:19:27.608791Z,p,5.6488997928,201609300709276087,201609300734276087
511,-152.4202,59.6717,69.4,2.1,2016-07-30T10:46:22.000000Z,2016-07-30T10:47:43.338300Z,p,5.64908475596,201607301037433383,201607301102433383
407,-153.3463,59.8698,126.7,2.2,2016-09-12T07:33:24.000000Z,2016-09-12T07:34:45.744130Z,p,5.649580640650001,201609120724457441,201609120749457441
80,-153.2777,59.852,131.2,2.9,2016-07-31T19:07:41.000000Z,2016-07-31T19:09:02.811190Z,p,5.65110872816,201607311859028111,201607311924028111
502,-153.0703,59.802,102.7,2.1,2016-08-01T23:52:38.000000Z,2016-08-01T23:53:59.552734Z,p,5.65356043393,201608012343595527,201608020008595527
401,-152.6947,59.7099,78.4,2.2,2016-09-28T08:11:39.000000Z,2016-09-28T08:13:00.564944Z,p,5.66435675273,201609280803005649,201609280828005649
498,-153.0645,59.7782,104.7,2.1,2016-09-04T20:02:12.000000Z,2016-09-04T20:03:33.848061Z,p,5.67414677233,201609041953338480,201609042018338480
548,-153.0383,59.7647,104.2,2.1,2016-08-08T10:58:22.000000Z,2016-08-08T10:59:43.939637Z,p,5.681200312480001,201608081049439396,201608081114439396
374,-153.5309,59.8789,135.2,2.2,2016-09-29T01:22:00.000000Z,2016-09-29T01:23:22.258216Z,p,5.681403942389999,201609290113222582,201609290138222582
482,-153.1997,59.7902,104.8,2.1,2016-09-08T01:21:24.000000Z,2016-09-08T01:22:46.076675Z,p,5.69094670829,20160908011246766,20160908013746766
217,-152.7365,59.68899999999999,90.1,2.5,2016-09-20T22:54:55.000000Z,2016-09-20T22:56:16.985454Z,p,5.691667798819999,201609202246169854,201609202311169854
29,-144.9925,59.3094,22.8,3.6,2016-09-10T16:03:02.000000Z,2016-09-10T16:04:25.293707Z,P,5.704181436360001,201609101554252937,201609101619252937
322,-153.0645,59.7339,107.0,2.3,2016-10-02T07:26:10.000000Z,2016-10-02T07:27:32.417270Z,p,5.714708422509999,201610020717324172,201610020742324172
165,-153.1095,59.7402,101.2,2.6,2016-08-01T18:31:50.000000Z,2016-08-01T18:33:12.416440Z,p,5.71806142007,201608011823124164,201608011848124164
67,-153.54,59.8335,132.1,3.1,2016-09-20T19:55:48.000000Z,2016-09-20T19:57:10.802328Z,p,5.72424656019,201609201947108023,201609202012108023
33,-153.1053,59.7232,104.7,3.4,2016-07-29T21:57:25.000000Z,2016-07-29T21:58:47.642940Z,p,5.732766066900001,201607292148476429,201607292213476429
7,-153.1422,59.7258,104.2,4.2,2016-09-07T11:47:04.000000Z,2016-09-07T11:48:26.708526Z,p,5.73789507556,201609071138267085,201609071203267085
361,-153.2783,59.7511,114.5,2.2,2016-08-29T10:19:09.000000Z,2016-08-29T10:20:31.870002Z,p,5.7429083649,201608291010318700,201608291035318700
380,-152.4442,59.5648,69.8,2.2,2016-09-05T05:23:37.000000Z,2016-09-05T05:24:59.764068Z,p,5.75334208282,201609050514597640,201609050539597640
270,-152.9532,59.6661,93.4,2.4,2016-07-31T10:29:06.000000Z,2016-07-31T10:30:28.862828Z,p,5.75480172071,201607311020288628,201607311045288628
60,-152.3193,59.5366,50.0,3.1,2016-08-18T06:29:45.000000Z,2016-08-18T06:31:07.848410Z,P,5.7577854367,201608180621078484,201608180646078484
140,-153.1597,59.6982,108.0,2.7,2016-08-13T05:46:06.000000Z,2016-08-13T05:47:29.130536Z,p,5.7667068403999995,201608130537291305,201608130602291305
334,-153.1967,59.7052,106.2,2.3,2016-09-03T22:30:25.000000Z,2016-09-03T22:31:48.131047Z,p,5.76787404434,201609032221481310,201609032246481310
444,-153.2292,59.7095,103.9,2.1,2016-08-20T16:16:09.000000Z,2016-08-20T16:17:32.150212Z,p,5.77063230038,201608201607321502,201608201632321502
12,-153.3328,59.7282,111.2,4.1,2016-08-11T18:34:59.000000Z,2016-08-11T18:36:22.273817Z,p,5.775145705880001,201608111826222738,201608111851222738
238,-152.8001,59.5935,89.8,2.4,2016-09-29T03:25:01.000000Z,2016-09-29T03:26:24.352934Z,p,5.79224020653,201609290316243529,201609290341243529
281,-154.2082,59.9219,200.0,2.3,2016-08-17T14:30:50.000000Z,2016-08-17T14:32:14.605927Z,p,5.79883553974,201608171422146059,201608171447146059
508,-153.2767,59.6891,108.0,2.1,2016-09-16T00:42:33.000000Z,2016-09-16T00:43:56.568837Z,p,5.799058597309999,201609160033565688,201609160058565688
412,-153.0981,59.6438,99.5,2.2,2016-09-18T04:42:07.000000Z,2016-09-18T04:43:30.571462Z,p,5.80409671459,201609180433305714,201609180458305714
308,-153.6813,59.7437,137.0,2.3,2016-10-03T14:34:42.000000Z,2016-10-03T14:36:06.348068Z,p,5.83606465125,201610031426063480,201610031451063480
231,-153.3329,59.6462,111.2,2.4,2016-09-28T10:42:13.000000Z,2016-09-28T10:43:37.284743Z,p,5.849828883019999,201609281033372847,201609281058372847
538,-153.4544,59.6723,126.5,2.1,2016-08-31T18:23:32.000000Z,2016-08-31T18:24:56.461526Z,p,5.85156589013,201608311814564615,201608311839564615
186,-152.9133,59.5505,94.4,2.5,2016-09-05T10:22:22.000000Z,2016-09-05T10:23:46.213866Z,p,5.853724625830001,201609051013462138,201609051038462138
89,-153.4251,59.6248,111.9,2.9,2016-08-06T04:48:29.000000Z,2016-08-06T04:49:53.815384Z,p,5.8885601881800005,201608060439538153,201608060504538153
116,-152.7015,59.468999999999994,77.0,2.8,2016-07-31T10:04:30.000000Z,2016-07-31T10:05:54.634395Z,p,5.88947564084,201607310955546343,201607311020546343
23,-153.0589,59.5411,97.8,3.6,2016-08-21T09:38:05.000000Z,2016-08-21T09:39:29.737495Z,p,5.8907608986,201608210929297374,201608210954297374
338,-153.4225,59.6167,100.0,2.3,2016-08-14T17:40:36.000000Z,2016-08-14T17:42:00.814725Z,p,5.89538688008,201608141732008147,201608141757008147
81,-153.4225,59.6167,100.0,2.9,2016-08-19T10:02:42.000000Z,2016-08-19T10:04:06.814725Z,p,5.89538688008,201608190954068147,201608191019068147
451,-152.9306,59.5002,90.0,2.1,2016-08-15T20:51:09.000000Z,2016-08-15T20:52:33.869879Z,p,5.90359459586,201608152042338698,201608152107338698
62,-153.4762,59.618,116.5,3.1,2016-09-16T10:26:21.000000Z,2016-09-16T10:27:46.088121Z,p,5.90549432907,20160916101746881,20160916104246881
481,-152.5397,59.4172,77.9,2.1,2016-09-08T15:21:36.000000Z,2016-09-08T15:23:00.896937Z,p,5.90856791377,201609081513008969,201609081538008969
136,-145.252,59.0729,41.4,2.7,2016-08-10T11:42:17.000000Z,2016-08-10T11:43:41.996690Z,P,5.91168013115,201608101133419966,201608101158419966
77,-153.1058,59.5218,109.0,3.0,2016-09-27T07:13:28.000000Z,2016-09-27T07:14:53.185985Z,p,5.9177932342999995,201609270704531859,201609270729531859
121,-150.9599,59.1505,51.1,2.7,2016-08-04T10:10:36.000000Z,2016-08-04T10:12:01.163049Z,P,5.926849385830001,201608041002011630,201608041027011630
393,-151.9839,59.2857,58.9,2.2,2016-08-06T13:17:14.000000Z,2016-08-06T13:18:39.315976Z,P,5.93946131663,201608061308393159,201608061333393159
111,-152.7271,59.3835,71.1,2.8,2016-10-02T16:16:24.000000Z,2016-10-02T16:17:49.780179Z,p,5.973910149380001,201610021607497801,201610021632497801
145,-151.4297,59.1582,30.7,2.6,2016-08-31T03:01:28.000000Z,2016-08-31T03:02:54.363124Z,P,5.9799670236199995,201608310252543631,201608310317543631
375,-140.2046,59.9464,9.7,2.2,2016-08-11T15:50:43.000000Z,2016-08-11T15:52:12.026016Z,P,6.01294524982,20160811154212260,20160811160712260
59,-152.6506,59.3069,100.0,3.1,2016-08-17T14:27:24.000000Z,2016-08-17T14:28:50.665766Z,p,6.031675773790001,201608171418506657,201608171443506657
499,-151.9144,59.111000000000004,59.9,2.1,2016-09-22T14:12:37.000000Z,2016-09-22T14:14:04.447687Z,P,6.095253219580001,201609221404044476,201609221429044476
269,-153.3164,59.3375,120.0,2.4,2016-08-05T01:18:54.000000Z,2016-08-05T01:20:22.146907Z,p,6.12928604513,201608050110221469,201608050135221469
421,-153.4348,59.3618,0.6,2.2,2016-08-31T15:46:18.000000Z,2016-08-31T15:47:49.738596Z,P,6.1308096793699995,201608311537497385,201608311602497385
168,-152.3421,59.1427,60.5,2.6,2016-09-17T05:19:14.000000Z,2016-09-17T05:20:41.964436Z,P,6.1330737923,201609170510419644,201609170535419644
388,-151.85,59.0502,54.1,2.2,2016-09-30T13:01:02.000000Z,2016-09-30T13:02:30.126291Z,P,6.1437236114900005,201609301252301262,201609301317301262
446,-140.5346,59.6603,15.4,2.1,2016-09-27T01:28:34.000000Z,2016-09-27T01:30:04.565476Z,P,6.17483462671,201609270120045654,201609270145045654
175,-153.6143,59.3055,104.5,2.6,2016-09-20T06:59:28.000000Z,2016-09-20T07:00:57.240492Z,p,6.2191914637300005,201609200650572404,201609200715572404
138,-153.2024,59.2157,14.3,2.7,2016-08-26T15:19:42.000000Z,2016-08-26T15:21:13.308856Z,P,6.2193488201,201608261511133088,201608261536133088
32,-152.6069,59.086000000000006,62.0,3.5,2016-09-22T03:03:07.000000Z,2016-09-22T03:04:36.308582Z,P,6.23145287002,201609220254363085,201609220319363085
128,-152.4349,59.0357,50.0,2.7,2016-08-19T17:33:27.000000Z,2016-08-19T17:34:56.594440Z,P,6.249743399140001,201608191724565944,201608191749565944
530,-153.6037,59.2332,115.6,2.1,2016-09-22T14:56:38.000000Z,2016-09-22T14:58:08.188299Z,p,6.283167968280001,201609221448081882,201609221513081882
494,-153.6004,59.2107,106.7,2.1,2016-08-06T07:33:43.000000Z,2016-08-06T07:35:13.393236Z,p,6.303112896569999,201608060725133932,201608060750133932
122,-152.3078,58.9164,70.6,2.7,2016-07-31T16:03:31.000000Z,2016-07-31T16:05:01.813110Z,P,6.3421090291199995,201607311555018131,201607311620018131
109,-151.4016,58.7101,30.6,2.8,2016-08-07T13:20:54.000000Z,2016-08-07T13:22:26.268253Z,P,6.40928775081,201608071312262682,201608071337262682
43,-142.9636,58.8532,1.2,3.3,2016-09-03T19:14:19.000000Z,2016-09-03T19:15:54.559281Z,P,6.41423408219,201609031905545592,201609031930545592
16,-147.8679,58.4322,5.0,3.8,2016-09-20T11:13:59.000000Z,2016-09-20T11:15:34.506449Z,P,6.443655240630001,201609201105345064,201609201130345064
133,-153.4069,58.8934,11.8,2.7,2016-09-01T22:19:06.000000Z,2016-09-01T22:20:42.253963Z,P,6.55757510372,201609012210422539,201609012235422539
462,-153.5593,58.8683,10.1,2.1,2016-09-27T14:12:50.000000Z,2016-09-27T14:14:27.183104Z,P,6.610369535399999,201609271404271831,201609271429271831
141,-150.9048,58.4018,13.6,2.7,2016-10-02T08:17:45.000000Z,2016-10-02T08:19:22.317518Z,P,6.650764623960001,201610020809223175,201610020834223175
529,-153.8189,58.871,83.3,2.1,2016-08-01T13:29:59.000000Z,2016-08-01T13:31:34.153142Z,p,6.65956586643,201608011321341531,201608011346341531
435,-154.4061,58.896,116.1,2.1,2016-09-27T13:51:27.000000Z,2016-09-27T13:53:03.653002Z,p,6.760407776930001,201609271343036530,201609271408036530
371,-158.80200000000002,60.3769,21.0,2.2,2016-09-10T06:30:39.000000Z,2016-09-10T06:32:17.456487Z,P,6.79628928959,201609100622174564,201609100647174564
437,-154.4108,58.8251,128.2,2.1,2016-08-21T22:59:57.000000Z,2016-08-21T23:01:34.606841Z,p,6.82574162815,201608212251346068,201608212316346068
152,-152.5832,58.4186,51.6,2.6,2016-08-08T08:35:57.000000Z,2016-08-08T08:37:34.950265Z,P,6.85982715716,201608080827349502,201608080852349502
522,-151.5138,58.251999999999995,10.6,2.1,2016-10-02T23:33:41.000000Z,2016-10-02T23:35:21.659700Z,P,6.867937227710001,201610022325216597,201610022350216597
52,-151.2364,58.2077,5.0,3.2,2016-08-29T19:36:41.000000Z,2016-08-29T19:38:22.465322Z,P,6.87759779905,201608291928224653,201608291953224653
314,-152.4087,58.3556,39.2,2.3,2016-09-13T18:15:10.000000Z,2016-09-13T18:16:48.474278Z,P,6.89268835891,201609131806484742,201609131831484742
153,-154.57,58.7883,113.7,2.6,2016-07-30T08:40:37.000000Z,2016-07-30T08:42:15.446555Z,p,6.893897504,201607300832154465,201607300857154465
493,-141.3398,58.6438,3.0,2.1,2016-08-06T02:03:26.000000Z,2016-08-06T02:05:08.105998Z,P,6.90674317719,201608060155081059,201608060220081059
268,-151.5401,58.2073,21.2,2.4,2016-09-28T06:27:36.000000Z,2016-09-28T06:29:16.063237Z,P,6.914647972939999,20160928061916632,20160928064416632
135,-151.6116,58.1526,38.7,2.7,2016-09-24T10:48:31.000000Z,2016-09-24T10:50:10.631662Z,P,6.976771931939999,201609241040106316,201609241105106316
332,-151.5777,58.1326,20.7,2.3,2016-08-21T00:59:34.000000Z,2016-08-21T01:01:15.169698Z,P,6.991920589169999,201608210051151696,201608210116151696
53,-158.9546,60.068000000000005,5.3,3.2,2016-09-07T10:31:20.000000Z,2016-09-07T10:33:04.119934Z,P,7.07357388604,201609071023041199,201609071048041199
399,-153.6401,58.3461,63.2,2.2,2016-09-06T07:35:39.000000Z,2016-09-06T07:37:20.350281Z,P,7.1115415120700005,201609060727203502,201609060752203502
553,-154.1135,58.4177,80.0,2.1,2016-08-13T13:34:03.000000Z,2016-08-13T13:35:44.663908Z,P,7.13684577653,201608131325446639,201608131350446639
242,-154.526,58.407,10.3,2.4,2016-09-25T06:37:01.000000Z,2016-09-25T06:38:46.688207Z,P,7.23159118768,201609250628466882,201609250653466882
156,-152.934,58.007,44.8,2.6,2016-08-06T20:02:49.000000Z,2016-08-06T20:04:33.135498Z,P,7.3081854241299995,201608061954331354,201608062019331354
404,-154.0942,58.1886,70.0,2.2,2016-08-05T01:47:17.000000Z,2016-08-05T01:49:01.525333Z,P,7.345183423410001,201608050139015253,201608050204015253
179,-154.9274,58.3363,1.5,2.6,2016-10-02T04:10:39.000000Z,2016-10-02T04:12:27.816015Z,P,7.38236573655,201610020402278160,201610020427278160
424,-154.9682,58.333,3.9,2.2,2016-10-02T01:13:43.000000Z,2016-10-02T01:15:31.691330Z,P,7.39431823391,201610020105316913,201610020130316913
292,-154.9034,58.3151,3.6,2.3,2016-09-09T16:00:28.000000Z,2016-09-09T16:02:16.755962Z,P,7.39639773981,201609091552167559,201609091617167559
365,-159.0339,59.6703,10.0,2.2,2016-08-02T05:02:49.000000Z,2016-08-02T05:04:37.008539Z,P,7.398006102849999,2016080204543785,2016080205193785
540,-153.7432,58.0415,73.4,2.1,2016-08-29T06:19:58.000000Z,2016-08-29T06:21:43.481571Z,P,7.415764780830001,201608290611434815,201608290636434815
311,-153.804,57.9865,53.6,2.3,2016-09-16T20:49:25.000000Z,2016-09-16T20:51:11.416725Z,P,7.478536374089999,201609162041114167,201609162106114167
39,-153.97,57.9896,55.5,3.3,2016-09-06T10:25:41.000000Z,2016-09-06T10:27:27.791546Z,P,7.5066484541600005,201609061017277915,201609061042277915
250,-154.8593,58.161,96.7,2.4,2016-07-29T10:17:40.000000Z,2016-07-29T10:19:26.992206Z,p,7.527408780289999,201607291009269922,201607291034269922
101,-154.644,58.0909,87.9,2.8,2016-09-28T02:08:45.000000Z,2016-09-28T02:10:32.245641Z,P,7.546337003239999,201609280200322456,201609280225322456
137,-154.6658,58.0944,88.6,2.7,2016-10-03T16:46:04.000000Z,2016-10-03T16:47:51.263366Z,P,7.54764627282,201610031637512633,201610031702512633
87,-154.7812,58.1062,72.7,2.9,2016-08-04T23:34:48.000000Z,2016-08-04T23:36:35.467199Z,P,7.560986735239999,201608042326354671,201608042351354671
255,-153.38299999999998,57.8163,11.4,2.4,2016-10-02T10:40:43.000000Z,2016-10-02T10:42:33.119394Z,P,7.564060114789999,201610021032331193,201610021057331193
288,-153.2151,57.7269,57.7,2.3,2016-09-11T12:09:08.000000Z,2016-09-11T12:10:56.341607Z,P,7.620698081789999,201609111200563416,201609111225563416
487,-154.9193,58.0176,81.5,2.1,2016-08-04T06:14:33.000000Z,2016-08-04T06:16:21.956779Z,P,7.67142033532,201608040606219567,201608040631219567
434,-153.3395,57.5661,6.2,2.2,2016-10-02T14:39:17.000000Z,2016-10-02T14:41:10.902858Z,P,7.794201776,201610021431109028,201610021456109028
28,-154.8599,57.8355,63.6,3.6,2016-08-04T12:00:00.000000Z,2016-08-04T12:01:51.125113Z,P,7.82618594298,201608041151511251,201608041216511251
544,-152.3505,57.3749,40.7,2.1,2016-09-23T16:14:23.000000Z,2016-09-23T16:16:14.290642Z,P,7.82781375285,201609231606142906,201609231631142906
61,-154.5828,57.7375,57.5,3.1,2016-08-09T11:43:32.000000Z,2016-08-09T11:45:23.623274Z,P,7.860364348150001,201608091135236232,201608091200236232
344,-155.2473,57.8279,85.4,2.3,2016-08-28T07:50:48.000000Z,2016-08-28T07:52:40.277297Z,P,7.9153060512,201608280742402772,201608280807402772
8,-150.1806,57.0296,5.5,4.1,2016-08-28T02:51:42.000000Z,2016-08-28T02:53:37.959124Z,P,7.9379171708600005,201608280243379591,201608280308379591
90,-154.7716,57.645,50.0,2.9,2016-08-16T23:31:00.000000Z,2016-08-16T23:32:53.362437Z,P,7.983995954430001,201608162322533624,201608162347533624
303,-154.4149,57.5145,47.8,2.3,2016-08-27T17:47:30.000000Z,2016-08-27T17:49:24.078830Z,P,8.035163780089999,20160827173924788,20160827180424788
349,-156.1435,57.9081,123.4,2.2,2016-08-13T23:21:08.000000Z,2016-08-13T23:23:02.093333Z,P,8.04622747987,20160813231302933,20160813233802933
324,-155.6636,57.761,101.2,2.3,2016-08-13T05:56:46.000000Z,2016-08-13T05:58:40.348974Z,p,8.067966833489999,201608130548403489,201608130613403489
520,-156.2911,57.8545,125.6,2.1,2016-10-03T04:04:41.000000Z,2016-10-03T04:06:36.209877Z,P,8.12932381099,201610030356362098,201610030421362098
227,-156.4442,57.8883,138.2,2.4,2016-09-22T22:45:08.000000Z,2016-09-22T22:47:03.224506Z,P,8.136144124360001,201609222237032245,201609222302032245
181,-154.2141,57.3664,42.2,2.5,2016-09-25T19:17:55.000000Z,2016-09-25T19:19:50.506664Z,P,8.1362119489,201609251909505066,201609251934505066
542,-156.3016,57.8322,131.1,2.1,2016-09-23T17:39:27.000000Z,2016-09-23T17:41:22.481512Z,P,8.15175554026,201609231731224815,201609231756224815
85,-148.5588,56.6947,12.0,2.9,2016-08-20T14:56:10.000000Z,2016-08-20T14:58:08.659463Z,P,8.1917062578,201608201448086594,201608201513086594
74,-155.6378,57.6168,1.1,3.0,2016-09-22T18:48:47.000000Z,2016-09-22T18:50:46.992745Z,P,8.193307311729999,201609221840469927,201609221905469927
345,-155.6735,57.5952,90.9,2.2,2016-09-10T05:06:32.000000Z,2016-09-10T05:08:28.433958Z,P,8.22087850938,201609100458284339,201609100523284339
159,-154.2568,57.2772,30.0,2.6,2016-08-18T23:39:31.000000Z,2016-08-18T23:41:28.282603Z,P,8.22792766021,201608182331282826,201608182356282826
353,-156.2641,57.6518,113.2,2.2,2016-09-29T17:12:40.000000Z,2016-09-29T17:14:37.575024Z,p,8.30449426102,201609291704375750,201609291729375750
415,-156.4064,57.622,109.5,2.2,2016-09-18T03:56:51.000000Z,2016-09-18T03:58:49.389112Z,p,8.36484006994,201609180348493891,201609180413493891
509,-156.6291,57.669,120.4,2.1,2016-09-15T21:14:52.000000Z,2016-09-15T21:16:50.563117Z,p,8.37627764983,201609152106505631,201609152131505631
126,-157.7174,57.8472,186.5,2.7,2016-09-09T07:07:32.000000Z,2016-09-09T07:09:31.709984Z,P,8.49710815646,201609090659317099,201609090724317099
174,-153.4001,56.8232,7.1,2.6,2016-08-28T12:18:34.000000Z,2016-08-28T12:20:37.659340Z,P,8.51324443256,201608281210376593,201608281235376593
447,-153.8992,56.8854,41.3,2.1,2016-08-20T07:28:49.000000Z,2016-08-20T07:30:49.983855Z,P,8.53526904978,201608200720499838,201608200745499838
355,-152.49200000000002,56.6214,4.6,2.2,2016-09-11T06:10:33.000000Z,2016-09-11T06:12:37.835423Z,P,8.57705552862,201609110602378354,201609110627378354
197,-155.2424,57.0389,5.0,2.5,2016-08-10T01:41:23.000000Z,2016-08-10T01:43:28.666093Z,P,8.64113239014,201608100133286660,201608100158286660
340,-153.437,56.6925,14.9,2.3,2016-09-03T09:53:03.000000Z,2016-09-03T09:55:07.518625Z,P,8.64428983641,201609030945075186,201609031010075186
99,-154.947,56.9447,0.8,2.8,2016-09-07T23:06:34.000000Z,2016-09-07T23:08:40.570610Z,P,8.67020844061,201609072258405706,201609072323405706
484,-154.8764,56.9093,7.1,2.1,2016-09-07T22:57:29.000000Z,2016-09-07T22:59:35.078760Z,P,8.68965179565,20160907224935787,20160907231435787
382,-156.6701,57.3067,7.6,2.2,2016-09-27T10:36:11.000000Z,2016-09-27T10:38:17.302729Z,P,8.71037064407,201609271028173027,201609271053173027
546,-156.7701,57.3268,1.2,2.1,2016-08-11T07:09:02.000000Z,2016-08-11T07:11:09.152175Z,P,8.716126501289999,201608110701091521,201608110726091521
485,-156.9343,57.3325,101.7,2.1,2016-09-07T18:16:50.000000Z,2016-09-07T18:18:53.629881Z,P,8.75056349003,201609071808536298,201609071833536298
261,-154.9645,56.8547,50.4,2.4,2016-08-03T18:47:28.000000Z,2016-08-03T18:49:31.955178Z,P,8.757732633060002,201608031839319551,201608031904319551
394,-156.6564,57.2153,84.2,2.2,2016-08-06T10:20:28.000000Z,2016-08-06T10:22:32.196895Z,P,8.789387237569999,201608061012321968,201608061037321968
243,-155.1999,56.8107,13.0,2.4,2016-10-01T23:27:00.000000Z,2016-10-01T23:29:07.497999Z,P,8.84490200565,201610012319074979,201610012344074979
195,-155.2046,56.8067,19.9,2.5,2016-08-29T05:40:34.000000Z,2016-08-29T05:42:40.732685Z,P,8.84956184704,201608290532407326,201608290557407326
397,-155.2222,56.8061,9.4,2.2,2016-09-27T14:05:16.000000Z,2016-09-27T14:07:24.050394Z,P,8.85360996883,20160927135724503,20160927142224503
123,-155.1875,56.792,13.5,2.7,2016-09-27T13:58:57.000000Z,2016-09-27T14:01:04.643372Z,P,8.859888426569999,201609271351046433,201609271416046433
460,-155.1927,56.7904,20.6,2.1,2016-09-27T14:19:20.000000Z,2016-09-27T14:21:26.841924Z,P,8.862407730720001,201609271411268419,201609271436268419
245,-155.2023,56.7772,7.3,2.4,2016-09-29T22:15:19.000000Z,2016-09-29T22:17:27.618553Z,P,8.8766159933,201609292207276185,201609292232276185
289,-155.2338,56.7837,16.7,2.3,2016-09-29T17:46:45.000000Z,2016-09-29T17:48:52.490467Z,P,8.87678986489,201609291738524904,201609291803524904
13,-155.211,56.7644,10.1,4.0,2016-09-30T10:40:55.000000Z,2016-09-30T10:43:03.468917Z,P,8.89027400318,201609301033034689,201609301058034689
112,-156.357,57.0043,4.7,2.8,2016-09-02T21:36:45.000000Z,2016-09-02T21:38:54.411094Z,P,8.911589271830001,201609022128544110,201609022153544110
490,-155.2812,56.7524,24.9,2.1,2016-10-01T07:27:31.000000Z,2016-10-01T07:29:38.175066Z,P,8.91537582999,201610010719381750,201610010744381750
163,-154.679,56.6213,9.1,2.6,2016-09-21T07:20:45.000000Z,2016-09-21T07:22:54.038705Z,P,8.92305467794,20160921071254387,20160921073754387
339,-156.2474,56.9221,70.4,2.3,2016-10-03T19:41:22.000000Z,2016-10-03T19:43:28.614913Z,P,8.96205618536,201610031933286149,201610031958286149
220,-153.2225,56.2883,18.9,2.5,2016-09-10T10:02:40.000000Z,2016-09-10T10:04:48.926553Z,P,9.0008140616,201609100954489265,201609101019489265
430,-156.9784,57.0638,0.1,2.2,2016-09-01T04:02:52.000000Z,2016-09-01T04:05:03.204054Z,P,9.00194040741,201609010355032040,201609010420032040
4,-153.2349,56.2833,22.0,4.2,2016-09-10T02:53:50.000000Z,2016-09-10T02:55:58.702388Z,P,9.007446184299999,201609100245587023,201609100310587023
2,-153.2367,56.2585,22.2,4.3,2016-09-10T02:32:23.000000Z,2016-09-10T02:34:32.015758Z,P,9.031638693560001,20160910022432157,20160910024932157
379,-157.5654,57.0894,3.8,2.2,2016-09-05T07:58:12.000000Z,2016-09-05T08:00:24.411050Z,P,9.12248386971,201609050750244110,201609050815244110
189,-157.8533,57.1578,16.6,2.5,2016-09-11T10:40:41.000000Z,2016-09-11T10:42:52.040706Z,P,9.13486748388,20160911103252407,20160911105752407
161,-157.7198,57.1094,14.7,2.6,2016-09-18T19:47:11.000000Z,2016-09-18T19:49:22.388785Z,P,9.143596608010002,201609181939223887,201609182004223887
537,-157.5627,57.059,5.1,2.1,2016-09-25T10:19:13.000000Z,2016-09-25T10:21:25.615449Z,P,9.14881260548,201609251011256154,201609251036256154
492,-154.9083,56.3926,43.6,2.1,2016-09-21T15:40:53.000000Z,2016-09-21T15:43:02.808188Z,P,9.1809078039,201609211533028081,201609211558028081
497,-155.4651,56.5019,58.0,2.1,2016-09-30T18:25:37.000000Z,2016-09-30T18:27:46.749711Z,P,9.185505039219999,201609301817467497,201609301842467497
526,-157.6023,56.9891,5.7,2.1,2016-08-01T12:04:55.000000Z,2016-08-01T12:07:08.530430Z,P,9.22082541487,201608011157085304,201608011222085304
171,-157.8319,57.0262,0.2,2.6,2016-08-12T19:18:41.000000Z,2016-08-12T19:20:55.532804Z,P,9.245611860519999,201608121910555328,201608121935555328
240,-157.8313,57.0212,7.0,2.4,2016-08-12T13:21:33.000000Z,2016-08-12T13:23:46.772248Z,P,9.24988365031,201608121313467722,201608121338467722
180,-157.7649,56.9929,4.0,2.5,2016-07-29T02:39:54.000000Z,2016-07-29T02:42:08.247084Z,P,9.25816815014,201607290232082470,201607290257082470
224,-157.8442,56.9956,7.3,2.4,2016-09-03T06:08:20.000000Z,2016-09-03T06:10:34.091540Z,P,9.2758106094,20160903060034915,20160903062534915
10,-157.8265,56.9786,8.1,4.1,2016-08-16T19:58:41.000000Z,2016-08-16T20:00:55.140200Z,P,9.286386098,201608161950551402,201608162015551402
466,-156.4277,56.5779,72.6,2.1,2016-09-27T15:13:37.000000Z,2016-09-27T15:15:48.447422Z,P,9.316920807210002,201609271505484474,201609271530484474
488,-156.4723,56.5874,67.8,2.1,2016-09-07T14:07:20.000000Z,2016-09-07T14:09:31.492377Z,P,9.3180433651,201609071359314923,201609071424314923
219,-156.3732,56.4945,50.0,2.5,2016-08-19T21:36:14.000000Z,2016-08-19T21:38:26.497037Z,P,9.3815643254,201608192128264970,201608192153264970
